song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,0,5fXjKHiDTgrovkagABJqU1,22,0.671,0.556,0,-12.349,1,0.0371,0.351,0.0882,0.0963,0.948,108.986,179160,4
Tell Him,The Exciters,0,7rGOWzo4evAQQ2FzrSKp0B,50,0.708,0.616,5,-10.827,1,0.198,0.445,0.0,0.299,0.908,177.061,156160,4
Barbie Girl,Aqua,0,5ZrDlcxIDZyjOzHdYW1ydr,75,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,197960,4
An Open Letter To My Teenage Son,Victor Lundberg,0,0vi7ozUKrpaECgVAt2qOTC,4,0.559,0.359,0,-16.771,1,0.505,0.88,0.0,0.152,0.713,92.636,263893,3
Sing,Carpenters,0,386bIxJPFIr5pVuVQTZIOm,51,0.506,0.28,3,-16.651,1,0.0397,0.909,0.000311,0.164,0.316,139.846,198760,4
Rude Boy,Rihanna,0,60jzFy6Nn4M0iD1d94oteF,81,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,222920,4
That's The Way It Is,Celine Dion,0,5s4catxeZsaWFnOrvrXZHf,67,0.634,0.886,9,-5.424,1,0.0434,0.154,0.0,0.118,0.577,93.04,241373,4
Anniversary,Tony Toni Tone,0,6PViGgcsQhLPSkMxgoRWLl,58,0.711,0.505,8,-9.675,0,0.0343,0.0472,0.0,0.317,0.55,89.004,271200,4
Watermelon Man,Mongo Santamaria Band,0,4oOxRYf9TBFKQxABhAQ96x,40,0.701,0.908,5,-8.244,1,0.0332,0.801,0.0444,0.12,0.903,119.293,195133,4
Calendar Girl,Neil Sedaka,0,7Gpx2fNJiilvrf9Ss8qbit,52,0.703,0.649,8,-7.727,0,0.0312,0.397,0.0,0.209,0.862,122.719,159693,4
Panini,Lil Nas X,0,1000nHvUdawXuUHgBod4Wv,71,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
The Best Things In Life Are Free,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,0,1l6K4pbkJnkz0bAsDclPzp,42,0.704,0.848,7,-8.504,1,0.0502,0.0462,0.000112,0.157,0.677,120.385,276067,4
This Guy's In Love With You,Herb Alpert,0,5hffP5gJFe1zByXf7BIeYq,54,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.767,239733,4
Bread And Butter,The Newbeats,0,4RJi2cYNOxfklHZZ7foR2y,47,0.71,0.546,2,-14.582,1,0.0469,0.757,0.00981,0.152,0.897,82.182,122720,4
The Arms Of The One Who Loves You,Xscape,0,6Zyk31Yyk7AUU1TTJn7plb,36,0.657,0.456,0,-8.917,1,0.0345,0.311,0.0,0.0922,0.182,115.4,260427,4
Just A Little,The Beau Brummels,0,4PXJjX7PQGzCh4G5WR4Pli,32,0.498,0.525,9,-9.901,0,0.0439,0.354,0.0,0.108,0.549,129.284,146333,4
Where My Girls At?,702,0,4VSyH8AkIt3kaR5xIPFVVi,63,0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186,166693,4
Freeway Of Love,Aretha Franklin,0,0lpIVCLNQRBKffcRRNrHyh,49,0.688,0.899,2,-6.328,1,0.0734,0.242,5.55e-06,0.0223,0.833,126.509,352093,4
"Forever,Drake Featuring Kanye West", Lil Wayne & Eminem,0,5UsLjwBaTHBX4ektWIr4XX,73,0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02,357707,5
Keep Searchin' (We'll Follow The Sun),Del Shannon,0,2271qTmPggEs2srV3i4g2e,36,0.407,0.679,4,-9.465,0,0.0359,0.238,0.929,0.814,0.855,149.195,128973,4
Greece,DJ Khaled Featuring Drake,0,35RJhm1pEovTBwnNR0zWad,71,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902,4
Vogue,Madonna,0,27QvYgBk0CHOVHthWnkuWt,65,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,4
Thats What I Want,Lil Nas X,0,0e8nrvls4Qqv5Rfa2UhqmO,83,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
Whataya Want From Me,Adam Lambert,0,2rDwdvBma1O1eLzo29p2cr,62,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948,227320,4
This I Promise You,'N Sync,0,46n2EGFnPC3tzWCN1Aqe26,66,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,284760,4
Forget Him,Bobby Rydell,0,2cBcDL88A6c5IoFWceo7C7,42,0.512,0.536,3,-4.787,1,0.0278,0.503,0.0,0.314,0.675,77.935,128280,4
Right Here (Human Nature)/Downtown,SWV,0,7tUEDtHchueeUJTfEFEhii,64,0.615,0.72,9,-5.16,0,0.0658,0.068,0.0105,0.0889,0.696,94.002,226947,4
Please Come To Boston,Dave Loggins,0,1pfSKTDigM2xnWG2Y0AquA,47,0.563,0.418,4,-8.503,1,0.0287,0.374,0.0,0.102,0.347,133.493,246080,4
"Never, Never Gonna Give Ya Up",Barry White,0,3pepZAOvUCBt3qWi9Ax6Aq,57,0.615,0.804,2,-11.04,0,0.0752,0.0823,0.0,0.085,0.932,85.164,290667,4
I Honestly Love You,Olivia Newton-John,0,5q8UoqDHPe9bU4R5bbvcJF,51,0.355,0.112,10,-15.309,1,0.0362,0.959,0.000104,0.0674,0.153,134.893,220333,4
Do You Know (What It Takes),Robyn,0,0idCpkJ2pspfAILbanmERu,41,0.635,0.74,3,-4.439,0,0.0355,0.00465,0.0152,0.129,0.857,200.102,221293,4
The One That You Love,Air Supply,0,3FDAd5vW4P7xe1GBNOLyfD,59,0.396,0.479,5,-8.072,1,0.0268,0.728,9.51e-06,0.102,0.184,109.973,259000,4
What Lovers Do,Maroon 5 Featuring SZA,0,2j5hsQvApottzvTn4pFJWF,66,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,4
Please Me,Cardi B & Bruno Mars,0,1v9snH38SnmWwWVCgAB1DR,0,0.75,0.572,1,-6.689,1,0.0652,0.0556,0.0,0.0931,0.663,133.996,200890,4
Don't You Know What The Night Can Do?,Steve Winwood,0,5Pm6zNr7i5606OzSc3vs4v,33,0.597,0.381,0,-17.251,1,0.0355,0.223,0.00108,0.0623,0.556,171.983,415333,4
Glamorous,Fergie Featuring Ludacris,0,4KTtYhxFtFL7mBwnjkKfLm,70,0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,246573,4
Call Me (Come Back Home),Al Green,0,2THyR0on3DrsfXBtRrLZgK,41,0.683,0.392,10,-13.213,1,0.0293,0.596,3.43e-06,0.227,0.679,99.79,184907,4
My All,Mariah Carey,0,3RSpK5Y0y5tl25qvssrwJ6,67,0.607,0.317,7,-10.244,0,0.029,0.732,4.53e-05,0.086,0.111,108.122,230933,4
Hard To Say I'm Sorry,Chicago,0,5nDSJO4909uNzMcZH3CggS,58,0.537,0.417,4,-7.209,1,0.0273,0.695,1.86e-06,0.151,0.256,144.716,221827,4
Peter Gunn,Ray Anthony and His Orchestra,0,4kJjFVt9dnHxz9zwPqzGLt,14,0.496,0.271,0,-14.175,1,0.0502,0.00123,0.427,0.189,0.778,117.163,113933,4
How Can I Be Sure,The Young Rascals,0,4NnhLA66RRLXxKbiiscU9R,39,0.231,0.455,2,-8.06,1,0.0296,0.841,0.0,0.0823,0.391,166.705,175076,3
It's Goin' Down,Yung Joc,0,05Sgj1Hx03ZXc57gsV1kfX,65,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840,4
Sir Duke,Stevie Wonder,0,4pNiE4LCVV74vfIBaUHm1b,72,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,232760,4
Never My Love,Blue Swede,0,4uCqFnJCmp3Fq2ub7PJHL7,18,0.492,0.806,10,-5.418,1,0.0311,0.0105,5.16e-05,0.239,0.909,127.873,149013,4
The Way It Is,Bruce Hornsby & The Range,0,6qqODGz2Ob4Yt139qzN3NO,7,0.565,0.41,7,-11.024,1,0.0375,0.16,0.812,0.189,0.352,111.337,272949,4
Shop Around,The Miracles (featuring Bill Smokey Robinson),0,47IRIQxGDe2Sc6F4pe2FMf,45,0.552,0.7,7,-4.533,1,0.0295,0.809,0.0,0.805,0.901,132.005,170760,4
Separate Lives,Phil Collins and Marilyn Martin,0,3i4N1cOC5I27SC8cLAXquk,0,0.528,0.162,4,-17.286,1,0.0459,0.874,0.841,0.104,0.119,96.89,256022,4
One Track Mind,Bobby Lewis,0,6VFtCu4u6NeANjWZO131Sl,16,0.606,0.564,10,-7.237,1,0.0303,0.589,0.0,0.27,0.971,145.083,125022,3
Tragedy,Thomas Wayne With the Delons,0,7HX8vPJ5pGW7ZjSGsQym5Y,16,0.215,0.142,1,-14.35,1,0.0285,0.991,0.018,0.14,0.158,73.84,131507,4
Wooly Bully,Sam The Sham and the Pharaohs,0,4GNmvOYZW11lGzcZm0FKGY,54,0.532,0.699,7,-9.378,1,0.0535,0.599,2.1e-06,0.275,0.504,139.94,141613,4
"What The World Needs Now Is Love/Abraham, Martin and John",Tom Clay,0,706CvlhWdQi3hmCEas3iBN,25,0.402,0.58,2,-9.841,0,0.4,0.937,0.00115,0.109,0.522,94.161,379293,3
Slide,Goo Goo Dolls,0,0nnwn7LWHCAu09jfuH1xTA,71,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067,4
Lady Marmalade,Labelle,0,17VWTx7LD7liGlpnlGhUbn,56,0.631,0.563,2,-12.135,0,0.0552,0.398,0.0,0.0733,0.947,117.963,237120,4
My Love,Justin Timberlake Featuring T.I.,0,4NeOWqHmlrGRuBvsLJC9rL,73,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160,4
The Rockford Files,Mike Post,0,5ZX5pIdGQaeHxtHHe7v6ku,28,0.489,0.562,2,-11.494,1,0.0301,0.0671,0.92,0.191,0.23,111.921,186600,4
All About That Bass,Meghan Trainor,0,5jE48hhRu8E6zBDPRSkEq7,74,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4
Telephone,Lady Gaga Featuring Beyonce,0,0tFlHTabfXyRVF9HWzcroV,0,0.798,0.644,5,-12.334,0,0.0469,0.0027,0.0645,0.08,0.47,122.052,238756,4
I Got A Name,Jim Croce,0,4t8tx6o7oM6Ax66ZUU361y,67,0.536,0.446,9,-14.98,1,0.029,0.833,0.0103,0.106,0.707,133.785,154627,4
Tryin' To Love Two,William Bell,0,6dPkTSUvQGUh705sLQ13HC,26,0.592,0.499,1,-11.317,1,0.0531,0.243,9.32e-05,0.116,0.77,106.555,207293,4
Jump (for My Love),The Pointer Sisters,0,3L9ClO1W5KmebIXTrlKShF,60,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,267227,4
Party All The Time,Eddie Murphy,0,6N5DRCQUSXT1qQqmqsO92B,59,0.699,0.692,11,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,253293,4
"For What It's Worth (Stop, Hey What's That Sound)",Buffalo Springfield,0,4uVFUMQ8WZyhpePcAD533r,25,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
He's So Shy,The Pointer Sisters,0,6R9NqD0WX9sJYs6PbA5onu,54,0.871,0.736,0,-7.896,0,0.0675,0.22,0.000725,0.0894,0.967,115.149,218320,4
Southern Nights,Glen Campbell,0,7kv7zBjMtVf0eIJle2VZxn,71,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,180027,4
Dope,Lady Gaga,0,1gPCk3KUE83rPdz9QqGsX9,49,0.339,0.429,0,-6.497,0,0.0348,0.667,0.0,0.082,0.16,128.686,221547,4
Diamonds,Herb Alpert,0,30iF3F3WvZ22dcNxI48lo7,36,0.885,0.766,4,-10.997,1,0.0449,0.0743,0.000747,0.286,0.77,111.412,293867,4
Pleasant Valley Sunday,The Monkees,0,2HqB3VSdiYmDkTTCPzVHOf,45,0.421,0.727,9,-6.384,1,0.0344,0.203,0.0,0.235,0.541,89.973,194467,4
Slow Hand,The Pointer Sisters,0,3fvDLsiTHPQNgzuMd3Mpb5,60,0.826,0.558,6,-7.766,1,0.0322,0.403,1.94e-05,0.0631,0.359,110.77,231960,4
Happy-Go-Lucky-Me,Paul Evans,0,18osa1s3PwYRkxM8ARgLnN,23,0.718,0.543,9,-11.016,1,0.0502,0.819,0.0206,0.362,0.94,93.954,117253,4
Don't Wanna Fall In Love,Jane Child,0,6eozUVzr02EXMji1vuxgiP,51,0.708,0.681,1,-11.226,1,0.0422,0.0152,3.43e-05,0.0373,0.814,111.574,247840,4
Sugar Walls,Sheena Easton,0,4kVE7IVF3ZlD1d7k08dmVY,36,0.744,0.55,10,-12.689,1,0.0554,0.0746,4.2e-05,0.0353,0.853,126.51,241600,4
Devil Woman,Cliff Richard,0,2oRn0QuaWQ1hragGQ7XZ9s,51,0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32e-05,0.0871,0.858,116.687,214576,4
Foolish,Ashanti,0,6zMUIb4uce1CzpbjR3vMdN,73,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,227387,4
We Didn't Start The Fire,Billy Joel,0,3Cx4yrFaX8CeHwBMReOWXI,74,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,287733,4
Sweet Hitch-Hiker,Creedence Clearwater Revival,0,0UOguLYTbPVXplQwFBpaDH,53,0.58,0.849,2,-11.664,1,0.0325,0.0316,0.0405,0.341,0.929,142.706,177267,4
Come With Me,Puff Daddy Featuring Jimmy Page,0,4SCnjFSNQ56BmeamHqcOMA,37,0.549,0.847,0,-3.918,1,0.0462,0.047,4.66e-06,0.19,0.765,164.147,364173,3
I'm Your Man,Wham!,0,2gG7E5OZi5D5QLRIctv63z,61,0.756,0.837,2,-6.943,1,0.051,0.297,0.0,0.0567,0.588,132.146,243093,4
One Thing Leads To Another,The Fixx,0,2d1NMaw8arIU2Fy4BnWqLs,57,0.785,0.95,5,-6.715,0,0.0484,0.177,0.00927,0.148,0.968,136.823,205067,4
Go Crazy,Chris Brown & Young Thug,0,1IIKrJVP1C9N7iPtG6eOsK,77,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4
How Can You Mend A Broken Heart,Bee Gees,0,3ZP18us6p6LHOZMG1LLUjF,75,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,241093,4
Rockin' Around The Christmas Tree,Brenda Lee,0,2EjXfH91m7f8HiJN1yQg97,67,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,126267,4
The River Of Dreams,Billy Joel,0,30qVCFYKBtAENjTIBA8FPZ,64,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,247627,4
I Love You Because,Al Martino,0,5ggafYsNyKhTR9bISS3OPj,34,0.29,0.2,8,-12.748,1,0.0275,0.894,0.000569,0.221,0.233,88.654,163400,4
We've Only Just Begun,Carpenters,0,4ny0oELEssJsXNQDxpWWLI,40,0.396,0.452,9,-5.854,1,0.0305,0.678,1.02e-05,0.284,0.158,84.467,239813,4
My Sacrifice,Creed,0,2VSbEXqs6NbNiZSTcHlIDR,71,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,294600,4
How Much I Feel,Ambrosia,0,3GVhCuS4BRxCTvVj4Cmc8w,60,0.667,0.513,4,-7.96,1,0.026,0.305,0.0,0.0851,0.518,95.306,283400,4
Human Nature,Michael Jackson,0,4cgjA7B4fJBHyB9Ya2bu0t,62,0.628,0.409,2,-14.348,1,0.0306,0.498,0.00565,0.29,0.755,93.005,246040,4
I Don't Ever Want To See You Again,Uncle Sam,0,4oJEy4qDPwDk5ac26yEMeL,48,0.607,0.497,11,-7.017,1,0.0374,0.38,0.0,0.0681,0.407,125.951,345133,3
Rehab,Amy Winehouse,0,3N4DI1vuTSX1tz7fa2NQZw,73,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,4
Nowhere Man,The Beatles,0,5SUlhldQJtOhUr2GzH5RI7,63,0.534,0.624,4,-9.589,1,0.0462,0.00797,0.0,0.128,0.687,121.402,163693,4
If You're Gone,matchbox twenty,0,2f5N826udWfjT9iomeaBJt,64,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-06,0.126,0.361,109.933,274933,4
Hanging By A Moment,Lifehouse,0,0wqOReZDnrefefEsrIGeR4,67,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067,4
Cold Water,Major Lazer Featuring Justin Bieber & MO,0,2NF1uA6J6jiaCm8WIERTLp,0,0.681,0.338,2,-7.125,1,0.0302,0.758,0.0,0.314,0.649,93.023,181514,4
Puttin' On The Ritz,Taco,0,1taGkdO3DQsNRIQrarhVvc,61,0.798,0.292,0,-17.112,1,0.0777,0.152,0.00101,0.185,0.812,98.653,281160,4
Gypsy Woman (She's Homeless),Crystal Waters,0,1SShxVVBeZBCY7WddnksPz,67,0.484,0.641,5,-12.612,1,0.0377,0.000779,0.278,0.0738,0.181,119.981,451827,4
Material Girl,Madonna,0,22sLuJYcvZOSoLLRYev1s5,75,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4
How Do I Live,LeAnn Rimes,0,7BD50ATrF3Vab5FQy7vtK8,69,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,266973,4
A Song For Mama,Boyz II Men,0,6FuJokk9FHx0E00SZ8ib8X,50,0.569,0.44,7,-8.948,1,0.035,0.471,0.0,0.143,0.151,75.001,303373,4
Eyes Without A Face,Billy Idol,0,0pUVeEgZuNyFzIMKp67RbS,75,0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,299240,4
Indiana Wants Me,R. Dean Taylor,0,1zgV5ZYh7uYJXbK7yjuyj8,37,0.532,0.834,8,-3.87,1,0.0404,0.0614,0.00192,0.314,0.706,88.69,215147,4
All This Time,Tiffany,0,5jzDnEoTtwzvJfvVx52rDC,59,0.476,0.495,1,-9.949,1,0.0301,0.161,1.97e-06,0.355,0.446,180.191,261907,4
Off The Wall,Michael Jackson,0,3zYpRGnnoegSpt3SguSo3W,66,0.827,0.595,3,-13.909,0,0.0565,0.182,0.0,0.0785,0.921,118.741,246000,4
Somebody,Natalie La Rose Featuring Jeremih,0,7ioiB40H9xKs04QtIso2I3,67,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,189907,4
Bad Habits,Ed Sheeran,0,3rmo8F54jFF8OgYsqTxm5d,86,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
Lemon Pepper Freestyle,Drake Featuring Rick Ross,0,4FRW5Nza1Ym91BGV4nFWXI,68,0.77,0.637,1,-5.53,1,0.345,0.103,0.0,0.171,0.431,94.966,383037,4
C'mon Marianne,The 4 Seasons Featuring the Sound of Frankie Valli,0,7azOozeUjGM5QCWfy2ZvaY,34,0.466,0.879,0,-6.944,0,0.159,0.688,0.000184,0.221,0.324,98.888,155227,4
Winchester Cathedral,The New Vaudeville Band,0,4Pu5jsCCU3CbOYGAInjLpS,0,0.787,0.777,7,-9.313,1,0.0443,0.0667,0.737,0.251,0.831,126.961,140763,4
When Will I Be Loved,Linda Ronstadt,0,5jPPjNMIi1rD6BvQqxhJh5,62,0.513,0.573,9,-10.023,1,0.0337,0.186,0.000958,0.0878,0.621,132.607,124867,4
Don't You (Forget About Me),Simple Minds,0,3fH4KjXFYMmljxrcGrbPj9,75,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
Modern Woman (From Ruthless People),Billy Joel,0,3mKQNeg21d4OhHVOPLVL4p,0,0.796,0.588,5,-10.598,0,0.0726,0.354,6.21e-05,0.162,0.792,143.518,217150,4
Living Inside Myself,Gino Vannelli,0,6IAh4MjV3GRkvIHrCbUFWY,47,0.409,0.428,11,-13.195,1,0.0412,0.462,8.22e-05,0.0687,0.04,119.941,263227,4
I Say A Little Prayer,Dionne Warwick,0,05XkMS2YVNfPNXepMScPRJ,53,0.512,0.415,7,-7.642,1,0.0608,0.872,0.0,0.184,0.714,147.2,188360,4
You Can't Hurry Love,The Supremes,0,1OppEieGNdItZbE14gLBEv,74,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,4
You Should Hear How She Talks About You,Melissa Manchester,0,3mYh6egfMyl0Dek8r9ciK6,41,0.753,0.834,4,-6.516,1,0.115,0.212,2.93e-05,0.259,0.852,131.909,256387,4
This Could Be The Night,Loverboy,0,2Qt6mXHybGb8fitLAA97HT,36,0.545,0.363,1,-15.084,0,0.0255,0.319,0.0,0.105,0.315,84.578,298440,4
Shake It Off,Mariah Carey,0,4VKnkoNNM6yTb4cXXX3wqD,60,0.777,0.493,2,-6.516,1,0.126,0.181,0.0,0.108,0.82,134.086,232840,4
Love Rollercoaster,Ohio Players,0,1hRDHWWealh2Pk3fnpIe75,59,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,290160,4
Taste,Tyga Featuring Offset,0,2toVe5hfuIi97ytDPDbQFt,72,0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001,229210,4
The Promise Of A New Day,Paula Abdul,0,5m8xVZhlM7E2mL9uuxZpF6,41,0.754,0.82,1,-8.622,1,0.062,0.0911,1.62e-06,0.0805,0.896,119.835,272893,4
When I Grow Up (To Be A Man),The Beach Boys,0,2ulPFs59dOCrd6JLkvNIJR,30,0.411,0.5,8,-9.215,1,0.0362,0.496,0.0,0.111,0.833,147.359,125413,4
Dancing In The Dark,Bruce Springsteen,0,7FwBtcecmlpc1sLySPXeGE,78,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,4
Wiggle,Jason Derulo Featuring Snoop Dogg,0,2sLwPnIP3CUVmIuHranJZU,57,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193296,4
Back & Forth,Aaliyah,0,45wneA2j0Z0WMnYNDO6Ad0,59,0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,231093,4
Do You Know The Way To San José,Dionne Warwick,0,1YIWYzMq84I46LmgX1vpye,54,0.658,0.657,0,-7.792,1,0.0482,0.592,9.5e-06,0.08,0.888,157.269,179440,4
Big Love,Fleetwood Mac,0,0hOA8SoraNo2ZP1amtVYnY,63,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,223733,4
I'm Telling You Now,Freddie And The Dreamers,0,3qC08srhXBJ6DEQ7CwPMB0,34,0.605,0.699,3,-6.875,1,0.0317,0.378,0.0,0.305,0.891,71.38,128907,4
95.south,J. Cole,0,5gKlRlgRF5bfPFd8lltXs8,0,0.567,0.352,2,-6.108,0,0.027,0.482,0.0775,0.165,0.518,144.008,193027,4
(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,0,6aKzxns1rGMjLSij4PuWhh,46,0.574,0.714,0,-6.344,1,0.0403,0.901,1.7e-05,0.255,0.722,63.623,159360,4
Emotions,Mariah Carey,0,0cELvuwJW1acISUHYB6suj,62,0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,248093,4
Jump,Kris Kross,0,27AHAtAirQapVldIm4c9ZX,66,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,4
Jump,Van Halen,0,7N3PAbqfTjSEU1edb2tY8j,78,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
My House,Flo Rida,0,6Knv6wdA0luoMUuuoYi2i1,76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
Blowing Kisses In The Wind,Paula Abdul,0,1uhsVQi7IADIxZXN1xJnk5,33,0.524,0.544,6,-9.059,0,0.0337,0.574,0.0,0.236,0.261,147.674,281840,4
Baby It's You,Smith,0,1p1SbqeipOd4ezKUpxqaz6,57,0.513,0.648,5,-7.714,0,0.0994,0.00739,4.87e-05,0.176,0.497,169.743,207966,4
Goodbyes,Post Malone Featuring Young Thug,0,0t3ZvGKlmYmVsDzBJAXK8C,79,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,174853,4
I'll Be Loving You (Forever),New Kids On The Block,0,1cy5US2dffz6QGBAIzOGkq,59,0.597,0.282,11,-17.23,1,0.0256,0.285,0.0,0.105,0.301,134.797,263933,4
99 Luftballons,Nena,0,4ZhPLoMzZwewHLLjV1J15c,73,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361,232467,4
Breakin'...there's No Stopping Us,Ollie And Jerry,0,2BtIXTKrTGQJeFcIukMR9E,34,0.742,0.801,1,-10.373,1,0.0531,0.0168,0.00482,0.0494,0.853,116.6,276773,4
Looking For A New Love,Jody Watley,0,7BeV8s7R68eqPelMmvp5tu,43,0.905,0.604,4,-7.433,0,0.0413,0.149,9.24e-05,0.0523,0.899,109.196,242400,4
How Will I Know,Whitney Houston,0,5tdKaKLnC4SgtDZ6RlWeal,71,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,275533,4
Get Down,Gilbert O'Sullivan,0,4GjIIjBM20NhaBrvQKkQ5I,35,0.77,0.888,1,-6.564,1,0.0342,0.511,8.39e-06,0.0472,0.919,124.659,159867,4
Sussudio,Phil Collins,0,4qM461TqtpnP4GLRIXwEnW,66,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,4
Kevin's Heart,J. Cole,0,6tZ3b7ik1QDXFAZlXib0YZ,75,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,200310,4
Wherever You Will Go,The Calling,0,5QpaGzWp0hwB5faV8dkbAz,74,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,4
Sweet Freedom (Theme From Running Scared),Michael McDonald,0,4ZsYF5rjUXIwds6KNimPRo,46,0.778,0.625,0,-12.031,0,0.0402,0.106,0.0166,0.0678,0.962,114.863,459907,4
Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,0,43LdgobPlcCc5g9Kmactvy,52,0.495,0.894,10,-4.89,1,0.102,0.136,0.0,0.106,0.777,168.062,274360,4
Pour Some Sugar On Me,Def Leppard,0,0PdM2a6oIjqepoEfcJo0RO,75,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,267307,4
Who Knew,P!nk,0,2hns6Dv29Yrg68AVTJiAyA,73,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493,4
Most Girls,P!nk,0,635PqgECfFbL0MNLogX7Yv,56,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00446,0.101,0.694,97.922,298960,4
"Lady Marmalade,Christina Aguilera, Lil' Kim", Mya & P!nk,0,040imqfmX6u9VdU8WZ7Seg,0,0.841,0.487,5,-9.814,0,0.0421,0.000597,0.879,0.0973,0.665,110.595,262606,4
