song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Get It Up,Ronnie Milsap,4,09nnS3oOFUxZFzJOskjsQr,10,0.682,0.615,9,-12.586,1,0.0703,0.0668,1.56e-05,0.0867,0.911,200.37,320320,4
Get It Wet,Twista,9,03DrwKCR5YhSyQiAQUqzxK,43,0.678,0.795,5,-9.313,0,0.0822,0.00781,0.0,0.156,0.55,128.949,242960,1
Get It While You Can,Janis Joplin,7,3dOfHE5J4Qsj1hJ35vnfn4,46,0.39,0.443,5,-9.63,1,0.0298,0.577,0.00019,0.125,0.345,147.009,203400,3
Get Lifted,Keith Murray,7,3SyGnpAACe3gKJf9ikrM0t,33,0.847,0.554,2,-10.598,1,0.327,0.519,0.0,0.0532,0.625,92.661,242067,4
Get Like Me,David Banner Featuring Chris Brown,1,2IBF9lQ9lgVai8LkskI5L7,57,0.609,0.751,1,-4.198,1,0.488,0.00312,0.0,0.228,0.653,60.896,224547,3
Get Low,Zedd & Liam Payne,9,2syQ0f4SAQdzvlAewPl1DJ,56,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,204583,4
Get Low,Dillon Francis & DJ Snake,6,0NVE55chpvHCfkteBzVFHk,23,0.458,0.933,1,-3.653,0,0.173,0.00233,0.0233,0.491,0.289,128.004,213507,4
"Get Low,Waka Flocka Flame Featuring Nicki Minaj", Tyga & Flo Rida,7,0r2Bul2NuCViraT2zX1l5j,74,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067,4
Get Me,Justin Bieber Featuring Kehlani,9,5VwwpU7KsLhgfbMEecedhJ,57,0.832,0.508,6,-6.913,0,0.149,0.0492,5.39e-05,0.107,0.75,109.352,185427,5
Get Me Bodied,Beyonce,4,6fmeXejj4CNkAQ78yao7oE,51,0.865,0.829,0,-6.981,0,0.315,0.0673,0.0,0.253,0.651,96.511,205813,4
Get Me Some Of That,Thomas Rhett,4,4O1CExxinEpKZi3861NlTK,62,0.549,0.866,6,-5.306,1,0.0476,0.0733,0.0,0.25,0.767,87.964,187400,4
Get Me To The World On Time,The Electric Prunes,2,7aRVxvubodRSjp875ZBYNC,23,0.33,0.677,5,-11.963,1,0.0537,0.697,0.0016,0.104,0.317,101.074,152627,4
Get Money,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,1,3PA9dH8cT0wR5UW4XkC44Y,67,0.711,0.871,2,-4.32,1,0.294,0.398,1.69e-06,0.171,0.912,91.153,274440,4
Get My Drink On,Toby Keith,8,4B8fxoBXegCQZiaf7gSM2i,27,0.579,0.955,2,-4.252,1,0.0536,0.0161,0.000304,0.131,0.816,99.869,187053,4
Get No Better,Cassidy Featuring Mashonda,7,30KGtFjHhlT3JMX5s4IklU,50,0.717,0.597,2,-7.83,1,0.189,0.292,0.0,0.128,0.566,95.018,234853,4
Get Off My Back Woman,B.B. King,7,4jbJsvzAgDQ6KwGjdVII13,14,0.702,0.526,2,-12.156,1,0.0341,0.231,1.95e-05,0.0402,0.853,102.396,196333,4
Get On The Good Foot-Part 1,James Brown,1,738VP3uV3ENOVVmXmJGuWS,43,0.893,0.798,7,-6.311,1,0.127,0.0577,2.43e-06,0.034,0.776,108.355,209907,4
Get On Up,Jodeci,2,1SyR0qHmGNRZQ49Z0rFU4A,54,0.717,0.561,11,-7.898,1,0.245,0.567,0.0,0.439,0.673,93.116,225933,4
Get On Up,The Esquires,1,43deBIFPPZo1lO18ll67Wy,26,0.702,0.472,9,-12.507,1,0.0316,0.596,0.0,0.0604,0.963,118.001,144600,4
Get On Your Boots,U2,3,2pcXHC2NXIByMRsgBKp66o,31,0.557,0.746,0,-6.171,1,0.0337,6.08e-05,0.00546,0.188,0.601,149.035,205147,4
Get On Your Feet,Gloria Estefan,1,7awBgmQ3B0YscMXPBwE1gQ,41,0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133,4
Get On Your Knees,Nicki Minaj Featuring Ariana Grande,8,049V1aSofNvW906vGZgFsD,49,0.653,0.445,0,-7.183,0,0.0413,0.31,0.0,0.116,0.176,144.02,216493,4
Get Out Now,Tommy James And The Shondells,4,55l8C6rfUm3joc4UdoPuxW,12,0.661,0.517,11,-9.694,1,0.0315,0.0326,0.0,0.124,0.588,124.608,133000,4
Get Out Of Bed,Livingston Taylor,9,1OXgyl9ryrwWGzY6fC9dj0,16,0.498,0.43,7,-10.659,1,0.041,0.38,0.0,0.106,0.685,116.641,172200,4
Get Out Of Denver,Bob Seger,7,0e9YaZqnRi3QYSMUIdcarE,37,0.25,0.991,2,-3.36,1,0.507,0.0389,4.11e-05,0.909,0.368,158.917,320240,4
"Get Out Of My Life, Woman",Lee Dorsey,4,6DNgKv1sWH2505Z5SAqAXr,48,0.841,0.4,6,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,89.594,146267,3
Get Over It,Eagles,3,3KSFUTxxJ2XqyrQkNwY7y8,50,0.507,0.915,2,-4.579,1,0.0953,0.051,0.000495,0.291,0.61,164.966,211720,4
Get Ready,Rod Wave Featuring Kodak Black,9,04EHa1ZzBl8OPvcnddph4p,52,0.425,0.672,0,-5.586,1,0.245,0.0921,0.0,0.0903,0.15,85.801,231771,4
Get Ready,The Temptations,2,676Rf0qIOh2gKNEl9TnCOx,61,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,164160,4
Get Ready For This,2 Unlimited,3,2P7L26IbmkrqxxtyP1CRRb,33,0.82,0.921,11,-8.019,0,0.05,0.00291,0.83,0.0775,0.628,124.832,327587,4
Get Ready To Bounce,Brooklyn Bounce,9,5Q9dbebgSYnfX5m5jmA68D,31,0.794,0.965,0,-7.133,1,0.0774,0.0197,0.29,0.34,0.652,135.957,215160,4
Get Rhythm,Johnny Cash,5,2aq1oBnP7Q176mZw5P6eUk,56,0.904,0.534,5,-9.003,1,0.0649,0.675,0.0,0.231,0.949,110.84,132971,4
Get Right,Jennifer Lopez,1,0rLzyBecRbTpnBWvMtPVFR,57,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,225533,4
Get Right Witcha,Migos,7,2jGEiQ3otr4CPIeBgefjRA,61,0.95,0.743,10,-5.861,0,0.238,0.0646,1.11e-05,0.103,0.619,136.983,257546,4
Get Serious,Cut 'N' Move,7,7mV662QhfamJeIsJAbg4Y9,34,0.81,0.695,5,-12.172,1,0.0755,0.00137,0.0142,0.0914,0.603,108.948,229107,4
Get Silly,V.I.C.,2,7IxHyB6UoZW8EARDonolT2,52,0.846,0.814,1,-4.945,1,0.353,0.0769,0.0,0.0588,0.671,75.01,227120,4
Get That Love,Thompson Twins,3,2znXzyrkyhNt23aryO0olS,21,0.743,0.673,1,-9.37,1,0.0274,0.22,6.02e-05,0.0483,0.813,104.949,240227,4
Get The Cream Off The Top,Eddie Kendricks,4,1p8EoANWLLf24wrGnyzWOw,9,0.726,0.679,1,-10.418,1,0.0648,0.331,0.0,0.517,0.944,108.474,187440,4
Get The Funk Out Ma Face,The Brothers Johnson,2,00PLtXXER1XcTRZvs3LioS,49,0.88,0.57,2,-13.145,1,0.0821,0.292,0.0388,0.0674,0.791,106.034,147000,4
Get The Message,Brian Hyland,9,2Gg6aMWjkpyRp4IkAXHKHp,2,0.572,0.725,2,-7.327,0,0.0317,0.451,1.45e-05,0.0466,0.746,105.983,163200,4
Get Together,Big Mountain,4,2gJEYvp4QkpOgpOGj8y5ZD,41,0.68,0.914,0,-7.392,1,0.0418,0.0529,0.00493,0.226,0.879,97.055,303133,4
Get Ugly,Jason Derulo,5,1dl3vuXJS9anUXE7XnNP75,60,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,200492,4
Get Ugly,Lil Baby,5,20Yz5dzjdTCVjXte9KrJbi,51,0.681,0.414,1,-6.944,0,0.223,0.177,0.0,0.178,0.0734,148.03,155832,4
Get Up,50 Cent,4,4lyphUu7lt4KKuf8jZKjjh,57,0.707,0.885,11,-2.635,0,0.174,0.0303,0.0,0.311,0.405,92.435,195680,4
Get Up,Amel Larrieux,9,5YzK2kmIM7cdpRbv0iGaEs,41,0.631,0.494,11,-8.335,0,0.101,0.31,1.77e-05,0.064,0.542,88.559,244867,4
Get Up,Lost Boyz,5,3cVdgpyCPWOmJOFc3Zsp6b,33,0.813,0.572,9,-6.469,1,0.162,0.0266,0.0,0.0372,0.655,94.825,243760,4
Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,1,1uRpWRjK9R3rDQ6WSR2xv9,3,0.809,0.704,10,-7.955,0,0.0972,0.152,0.000368,0.324,0.784,107.68,155533,4
Get Up 10,Cardi B,3,7p2ewixAShLpjDZrnzZK7c,58,0.806,0.57,1,-6.927,1,0.246,0.0977,0.0,0.105,0.454,93.015,231453,4
Get Up And Get Down,The Dramatics,7,319VLJA6mOZcC3zrLUsHgW,36,0.586,0.59,1,-15.898,0,0.0785,0.206,0.0,0.104,0.761,100.268,191227,4
Get Up And Go,Go-Go's,4,0vSNrXPYNh0o7HdSLgsdIY,51,0.814,0.77,8,-4.314,1,0.0677,0.00764,0.0,0.103,0.632,76.805,198772,4
Get Up Offa That Thing,James Brown,4,5XeSAezNDk9tuw3viiCbZ3,61,0.864,0.813,2,-6.909,1,0.361,0.217,0.0,0.874,0.72,118.006,239733,4
Get Up On It,Keith Sweat (Featuring Kut Klose),6,1HQ5gWFF5fEjqvj7SLjJtP,48,0.663,0.554,2,-8.657,0,0.0306,0.0487,1.03e-05,0.109,0.658,124.8,306800,4
"Get Up, Get Into It, Get Involved (Pt. 1)",James Brown,3,1E5ZAgjqiDdnzfe4E52ghX,24,0.736,0.891,7,-13.207,1,0.0823,0.475,0.00234,0.0741,0.94,107.937,425867,4
Get Used To It,Justin Bieber,8,4AMnUGvZUVJgDuY7rOPzUZ,53,0.687,0.705,9,-8.453,0,0.0522,0.0339,0.0,0.164,0.449,110.048,238133,4
Get Used To It,Roger Voudouris,2,4lFO4X6ef61SR6M1KXkSRN,49,0.661,0.842,0,-6.893,1,0.047,0.0986,0.000124,0.0534,0.899,85.427,182120,4
Get With U,Lidell Townsell & M.T.F.,7,0WyopkKhqsZBxYrzx6nIGT,27,0.832,0.727,8,-10.017,1,0.0662,0.0586,0.112,0.116,0.556,120.966,239933,4
Get You,Daniel Caesar Featuring Kali Uchis,9,7zFXmv6vqI4qOt4yGf3jYZ,80,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4
Get Your Shine On,Florida Georgia Line,2,6s9ICeczYOfbHHIaSMq9jd,61,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4
Get'cha Head In The Game,Andrew Seeley,2,3pSR2gO4oZgQspQNKO6xRD,38,0.833,0.745,6,-6.189,0,0.131,0.051,0.0,0.0711,0.663,112.952,163760,4
"Getaway,Earth", Wind & Fire,1,67J6NR2Tdl0h2epWHcCBBN,48,0.724,0.879,5,-9.412,0,0.0369,0.124,0.0155,0.359,0.826,112.595,227080,4
Getcha Back,The Beach Boys,2,0gRFT4DkEpiYuSc2KlebWF,41,0.63,0.78,1,-10.884,0,0.04,0.776,0.0,0.317,0.688,114.976,179746,4
Gett Off,Prince And The N.P.G.,2,7h1ORpjTON2WXzu4BVOJBL,40,0.655,0.628,10,-11.407,0,0.0947,0.00448,0.000751,0.29,0.602,99.842,271667,4
Gettin' It,Too Short Featuring Parliament Funkadelic,6,5K5dQsYdSdo2LKdepxbYAd,62,0.902,0.41,1,-5.31,1,0.219,0.176,0.0,0.119,0.647,84.07,341427,4
Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,3,6FbGlkHKGkYqpSCuBgurn3,50,0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,188000,4
Gettin' Ready For Love,Diana Ross,2,0pcK3PMi6edNY55qGvMGvN,22,0.592,0.491,7,-12.501,0,0.0917,0.175,0.0,0.0467,0.571,129.528,164960,4
Gettin' Some,Shawnna,3,4uNisev7PGUAixBOagpgyY,45,0.823,0.586,4,-6.044,0,0.336,0.0901,0.0,0.0605,0.611,78.054,202760,4
Gettin' Together,Tommy James And The Shondells,1,7FSTlL4NiFsxb0exHnOwoW,16,0.699,0.677,8,-12.183,1,0.0675,0.192,0.000512,0.54,0.933,142.777,136293,4
Gettin' You Home,Chris Young,3,28Sc21lrWcZD9Ov4rRkPJq,66,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45e-06,0.221,0.531,106.966,212133,4
Getting Away With It,Electronic,3,1cZcQDZzx940vWz9PFRY20,45,0.601,0.746,5,-7.15,1,0.0255,0.000877,0.000327,0.124,0.622,125.996,314693,4
Getting Away With Murder,Papa Roach,6,1x0AirtLjfVquI0A9iBVep,60,0.564,0.968,1,-3.75,1,0.0631,0.000116,3.97e-05,0.226,0.352,103.885,191373,4
Getting Closer,Wings,1,76sm9bJYSXVFyPWycv6TwV,38,0.546,0.835,9,-9.446,1,0.0538,0.00179,6.49e-05,0.223,0.911,131.809,201933,4
"Getting It On/Ride, Sally, Ride",Dennis Coffey & The Detroit Guitar Band,9,6kzIJTZYUKjc8ZFS1hlaMp,10,0.657,0.772,2,-13.811,1,0.0386,0.2,0.105,0.0976,0.837,110.126,150635,4
Getting Mighty Crowded,Betty Everett,6,0pV63TKpX7Ca7n03X9gvGK,28,0.598,0.472,5,-11.217,1,0.0471,0.884,0.000493,0.247,0.811,124.229,138253,4
Getting Older,Billie Eilish,6,4HOryCnbme0zBnF8LWij3f,71,0.599,0.128,10,-17.261,1,0.109,0.974,0.121,0.115,0.367,159.679,244221,4
Getting Ready For The Heartbreak,Chuck Jackson,8,2UtEeRMlOA0TfJQVgxrkxu,30,0.394,0.497,0,-9.041,1,0.0355,0.575,0.0,0.109,0.711,138.798,136875,4
Getting The Corners,The T.S.U. Toronadoes,7,7LnXffdUS2wSAw3AvIQDEH,5,0.8,0.616,6,-8.104,1,0.125,0.0129,0.00875,0.044,0.958,134.535,144000,4
Ghetto,Akon,9,09JkIMWSVYi143LoWnY1fa,61,0.608,0.636,8,-4.447,0,0.0514,0.0412,0.0,0.0833,0.679,187.333,235307,4
Ghetto Child,The Spinners,2,3qmyaJxqKaGkAioK3lEnFS,35,0.647,0.405,2,-11.651,0,0.0292,0.387,2.82e-06,0.067,0.737,109.423,230720,4
Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony,1,3PYtlkObLFZ2SaFjS4TyJR,51,0.692,0.55,0,-8.553,1,0.216,0.00107,0.00662,0.089,0.204,170.266,325427,4
Ghetto Girls,Lil Bow Wow,9,0pm08BZksjfIZmXcPckvEc,16,0.769,0.732,5,-5.99,0,0.1,0.198,0.0,0.308,0.858,92.228,195267,4
Ghetto Love,Da Brat Featuring T-Boz,1,5iJkSPVhITJvlYW3U3BxtS,34,0.778,0.611,4,-8.796,0,0.111,0.00451,0.0,0.336,0.247,93.926,204000,4
Ghetto Story Chapter 2,Cham Featuring Alicia Keys,7,4lhwhaW9bTJ3GdSyEP8mah,40,0.623,0.642,2,-5.28,1,0.301,0.357,0.0,0.227,0.675,103.239,285480,5
Ghetto Supastar (That Is What You Are),Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,1,31bf9SEOppLU6lQ85d8om6,67,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,261133,4
Ghetto Woman,B.B. King,6,3XEQc61AX64t3X4dQvtU2s,41,0.628,0.426,7,-11.909,0,0.03,0.574,0.261,0.148,0.627,80.178,313840,4
Ghost,Justin Bieber,3,6I3mqTwhRpn34SLVafSH7G,87,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4
Ghost,Ella Henderson,2,4z7gh3aIZV9arbL9jJSc5J,58,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,213213,4
Ghost Dancer,Addrisi Brothers,4,0lH2RCDY2nTfCK8xw1UJdM,27,0.519,0.703,1,-7.099,1,0.0321,0.000307,0.798,0.153,0.306,126.028,369841,4
Ghost In This House,Lauren Duski,9,6cl1vl6OU6RLr1C56wOn21,18,0.368,0.478,8,-4.978,1,0.0306,0.321,0.0,0.121,0.325,167.526,212758,4
Ghost Riders In The Sky,Baja Marimba Band,5,2N7Z2izUrVgTbtOnRQ928q,1,0.401,0.89,5,-5.845,1,0.0642,0.798,0.919,0.728,0.324,148.774,165656,4
Ghost Town,Adam Lambert,6,44aN5xKL3kGHvQ5bXVk6B8,64,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,208330,4
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,1,7vgTNTaEz3CsBZ1N4YQalM,76,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,271387,4
Ghost Town,Cheap Trick,3,4V3aY13j3FUamYQ16TpWyO,54,0.657,0.59,5,-10.573,1,0.0269,0.347,0.000142,0.32,0.595,93.022,253373,4
"Ghostface Killers,21 Savage", Offset & Metro Boomin Featuring Travis Scott,3,5u6vkDnOyaf8LsteDAj2ub,70,0.782,0.435,2,-7.033,1,0.156,0.333,1.31e-05,0.342,0.242,82.996,268933,4
Ghostin,Ariana Grande,2,2vdBo4ALPYbHRUPKgtE5iC,66,0.287,0.364,9,-8.295,1,0.0306,0.418,1.8e-05,0.185,0.11,103.777,271467,4
Ghosts That We Knew,Mumford & Sons,8,4OwUzSEXxSZXpCfdjKGzpD,46,0.363,0.252,0,-12.149,1,0.0348,0.542,0.00589,0.112,0.106,159.769,339720,4
Giddyup Go,Red Sovine,8,4PVyQZke7s9uYoYx1iemvb,9,0.557,0.641,1,-9.236,1,0.221,0.591,0.0,0.32,0.545,86.679,237400,4
Gidget,Jimmy Darren,4,4cRJvAh0BwNng8nO5Vnf5F,50,0.504,0.361,8,-16.679,1,0.184,0.528,0.0,0.123,0.401,173.366,180893,4
Gonna Raise A Rukus Tonight,Jimmy Dean,7,4cRJvAh0BwNng8nO5Vnf5F,50,0.504,0.361,8,-16.679,1,0.184,0.528,0.0,0.123,0.401,173.366,180893,4
Gift Of Love,Van Dykes,9,5FiTi67Q8krrT0gBM7X62V,2,0.505,0.558,0,-6.928,1,0.0303,0.755,0.000139,0.369,0.617,99.09,147200,3
Gigolo,Nick Cannon Featuring R. Kelly,2,0WHT6ByPNfwLmTuoCy3Pv8,18,0.461,0.446,9,-5.83,1,0.029,0.55,0.0,0.118,0.213,87.907,197555,4
Gilee,Sonny Spencer,8,2zEWjJxi0zQv4yKhB8fxZn,29,0.598,0.531,4,-15.073,1,0.0824,0.674,0.796,0.094,0.314,113.179,190960,4
Gimme All Your Lovin,ZZ Top,3,0OBwxFLu6Yj61s2OagYbgY,71,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,241080,4
Gimme Gimme Good Lovin',Crazy Elephant,1,20uuYKrBuh81J8T9fkm2sC,41,0.846,0.346,2,-13.791,1,0.0541,0.235,0.00381,0.113,0.746,137.642,123867,4
Gimme Shelter,Merry Clayton,7,318Vrl9zzFT7zT8BYKNhgP,34,0.584,0.821,7,-9.016,0,0.0468,0.329,0.000282,0.565,0.646,117.619,211293,4
Gimme Shelter,Grand Funk Railroad,6,5WqEP1YckYLZPPvJYKBsu3,35,0.324,0.867,4,-6.765,0,0.0677,0.122,0.931,0.0926,0.427,130.483,389027,4
Gimme Some Love,Gina G,4,4UGzLCZB7yEke66oNGOfPF,9,0.695,0.862,10,-5.642,0,0.0493,0.192,0.00073,0.0603,0.771,133.925,212080,4
Gimme Some Lovin',Blues Brothers,1,53p1SzTC0sBH9HAPD8MOOu,52,0.577,0.959,9,-5.925,1,0.0366,0.0871,0.0881,0.163,0.784,143.683,187693,4
"Gimme Some Lovin'-Pt. 1,Traffic", Etc.,6,3qCHUm73I3o5F1mDEfibzo,59,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619,178840,4
Gimme Some More,The JB's,6,1NXyoATCYylbjSDFe8FHbJ,42,0.821,0.426,2,-9.968,1,0.0766,0.203,0.0,0.0715,0.82,97.76,187560,4
Gimme That,Chris Brown Featuring Lil Wayne,1,53ETzLQQKFCzykRbqWb1ph,67,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,186827,4
Gimme Your Good Lovin',Diving For Pearls,8,7qnkwHL4nIRT9eRWuhLWGb,32,0.608,0.667,9,-11.542,1,0.0378,0.264,0.0,0.0701,0.585,115.804,292027,4
Gimme Your Money Please,Bachman-Turner Overdrive,6,6sqshZ3VTPTQL2EW5c3WQ9,40,0.51,0.729,9,-11.375,1,0.0525,0.000235,1.24e-05,0.0995,0.741,135.879,285040,4
Gimmick,Gunna,8,3IaxObCWKEaGtIT78GsEpP,48,0.938,0.546,2,-7.037,1,0.138,0.00353,0.0,0.102,0.58,111.971,128640,4
Gimmie That Girl,Joe Nichols,3,7xoBJ4hih949Jeu5ZfzBai,58,0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,185453,4
Ginnie Bell,Paul Dino,3,6YaNs6tDlpacfu1jwuOqM0,49,0.584,0.733,9,-9.071,1,0.06,0.476,0.878,0.0898,0.0374,122.001,210000,4
Ginny Come Lately,Brian Hyland,2,5UF2d8uk5JHmRsBfLHvYdo,45,0.564,0.216,9,-17.036,1,0.0315,0.654,0.0,0.0913,0.354,99.183,167907,4
Ginza,J Balvin,8,2C2TGgFzrTRIOdQS1vUN5h,70,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,171093,4
Girl,Destiny's Child,2,3s2MyU2YCwNNwcSokt0jXD,60,0.567,0.747,6,-6.019,0,0.105,0.31,0.0,0.04,0.556,89.036,224147,4
Girl,Paul Wall,3,7tAXjikQCHflZLeGPTUcLQ,51,0.693,0.729,4,-8.281,0,0.0347,0.000107,1.9e-05,0.119,0.614,83.989,278453,4
Girl,Beck,9,3DgNj1aYbSRVoVO8yX7DRt,51,0.685,0.677,3,-6.552,1,0.11,0.0549,0.00332,0.285,0.855,149.421,209893,4
Girl (Why You Wanna Make Me Blue),The Temptations,2,51bcLxmqO6C4bCHQOKecpM,32,0.489,0.754,0,-6.393,1,0.0327,0.709,0.0,0.104,0.693,68.11,142560,4
Girl (You Captivate Me),? (Question Mark) & The Mysterians,9,3VrZjDtGoiZHqrHxjbGUd9,27,0.425,0.76,2,-10.094,1,0.0322,0.00167,0.0147,0.315,0.802,146.207,135827,4
Girl All The Bad Guys Want,Bowling For Soup,6,0KqyBk4aVT88TEqBIC8mAP,63,0.582,0.829,2,-5.688,1,0.0465,0.000517,0.0,0.266,0.867,130.969,197800,4
Girl Can't Help It,Journey,1,2tWhYbJL0dZbkWXfhZbDZs,50,0.517,0.922,9,-2.341,0,0.078,0.0556,4.15e-06,0.358,0.448,126.028,230640,4
Girl Come Running,The 4 Seasons Featuring the Sound of Frankie Valli,2,647mjkFRMi9qzSOztI1BaV,11,0.57,0.915,5,-4.804,1,0.0326,0.239,0.0,0.178,0.884,110.472,180027,4
Girl Crush,Little Big Town,1,11qh54D0PKkBwelpDxxiEU,69,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,193320,3
Girl Don't Care,Gene Chandler,6,1ISybrLH5DRrVuumnudpfm,24,0.51,0.589,9,-9.103,0,0.034,0.563,0.0,0.0807,0.622,89.574,168333,4
Girl Don't Come,Sandie Shaw,4,1E8CY49nTVEqtVIepM8aq2,32,0.427,0.337,7,-9.052,1,0.0334,0.705,0.0,0.111,0.623,78.235,133600,4
Girl I Am Searching For You,Stevie B,5,7yUWeAlWbo9HXw10AM37sG,43,0.7,0.669,6,-11.284,1,0.0545,0.00188,0.000182,0.0558,0.782,124.989,311209,4
Girl I Need You,The Artistics,6,3RSj1QA6znFbSkSFIZG9f3,13,0.505,0.414,2,-14.66,1,0.0704,0.128,0.0,0.328,0.841,175.626,154600,4
Girl In A Country Song,Maddie & Tae,5,1GRiBe0kNCNYpjwCHIyynI,58,0.59,0.908,8,-3.789,1,0.084,0.285,0.0,0.36,0.874,160.028,217840,4
Girl In Love,The Outsiders,2,6fuqcFBVbRJx7F2D849fXh,9,0.407,0.134,6,-17.784,0,0.0326,0.341,9.3e-05,0.357,0.324,97.322,200507,4
Girl In My Dreams,The Capris,9,25pEPwORWMZslc5RabedUb,13,0.266,0.284,9,-12.78,1,0.0304,0.685,0.0,0.0994,0.669,200.975,152544,3
Girl Like Me,Jazmine Sullivan Featuring H.E.R.,9,2sXydP9vPEYUH4uAWotuGu,60,0.5,0.638,6,-4.007,0,0.0756,0.66,0.0,0.366,0.698,81.145,224880,4
Girl Like Me,Black Eyed Peas X Shakira,6,1zLBsSVxETQOfINOLYvT5m,74,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523,4
Girl Like You,Jason Aldean,4,7K0lR5Ngf5jkOWt1g6ut6l,62,0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067,4
Girl Next Door,Musiq Soulchild Featuring Ayana,8,4lyjlRP5xoJKsMqwiz7558,37,0.7,0.632,10,-7.911,0,0.259,0.107,1.11e-06,0.0911,0.772,77.918,286440,4
Girl Next Door,Saving Jane,3,4TxdDwdVNpLTcXkCflfuHB,41,0.627,0.81,2,-5.684,1,0.0437,0.0134,0.0,0.109,0.496,122.058,203253,4
Girl Of My Best Friend,Ral Donner,1,4P7QJ6qaGD54z86YycLj8a,19,0.641,0.335,1,-9.845,0,0.0341,0.867,3.63e-06,0.128,0.726,134.584,137040,4
Girl Of My Dreams,Rod Wave,6,09YHm6IkdZko28KdEbXtPb,68,0.637,0.562,4,-7.348,0,0.0694,0.488,0.0,0.114,0.352,75.041,159733,4
Girl Of My Dreams,Bram Tchaikovsky,3,2NyaZECpJZCAqFJFCWPDRz,18,0.344,0.745,2,-7.902,1,0.0546,0.638,0.00224,0.134,0.448,139.689,248907,4
Girl On A Swing,Gerry And The Pacemakers,2,2JfAqeGWP3cEDOLosccf7R,24,0.465,0.443,7,-11.158,1,0.0278,0.702,0.0,0.156,0.59,108.678,127533,3
Girl On Fire,Alicia Keys Featuring Nicki Minaj,1,7Le7oUxjoXOh087jAKrJCF,7,0.514,0.448,7,-3.725,1,0.033,0.923,5.08e-06,0.11,0.323,96.405,200075,4
Girl On The Billboard,Del Reeves,9,3T4zow8ial809ciFETZ6wM,48,0.624,0.716,2,-10.697,1,0.0374,0.736,0.0,0.315,0.961,83.167,162867,4
Girl Talk,TLC,2,7jxIiMcf07sFSMlziXLWNI,43,0.882,0.671,2,-5.161,1,0.126,0.171,0.0,0.0988,0.34,95.018,214760,4
Girl Tonite,Twista Featuring Trey Songz,1,7zIxcV689lVTl924lAf9Kn,47,0.668,0.724,7,-5.953,1,0.0536,0.00551,0.0,0.218,0.318,148.522,221373,4
Girl U For Me/Lose Control,Silk,2,2PtwvKN5m8B0HVel2kOdoX,48,0.527,0.389,7,-11.687,0,0.0302,0.72,0.0,0.0997,0.458,119.939,314867,4
Girl With The Hungry Eyes,Jefferson Starship,5,2Zpy7qehJwMPs7DdMqSa6z,20,0.558,0.933,9,-8.129,1,0.0326,0.117,7.71e-05,0.122,0.874,135.885,209600,1
Girl You Need A Change Of Mind (Part 1),Eddie Kendricks,8,64bnTYBCQsHAsZUmA2JDH0,42,0.472,0.724,2,-12.56,0,0.0405,0.143,0.0148,0.285,0.832,104.035,462493,4
